P00,P01,P02,Activity
-2.955106932,-0.356502233,0.731054626,4
-2.98490578,-0.711596469,0.884041754,4
-2.946964585,-0.41843159,0.76488239,4
-2.973556208,-0.481517394,0.701170998,4
-2.98792813,-0.558648367,0.790659765,4
-3.055374886,-0.75624736,0.858814375,4
-2.717964257,-0.097754267,0.916516828,4
-1.510829442,1.219465126,-1.546143194,6
-2.687176148,0.500469717,-1.445835349,6
-3.013114381,-0.314119053,-1.141006186,6
-3.19010408,-0.623572962,-0.866356552,6
-3.114026916,-0.928641741,-0.714984901,6
-2.933745948,-1.104227768,-0.699964039,6
-3.01691269,-1.278022858,-0.780802432,6
-3.322803042,-1.633830006,-0.73827432,6
-3.294348767,-1.56309932,-0.739992414,6
-3.310197342,-1.491270338,-0.556396459,6
-3.302276826,-1.607798163,-0.546014648,6
-3.269975359,-1.53989606,-0.51997574,6
-3.256820335,-1.326830843,-0.814394294,6
-3.28390633,-1.635689981,-0.800492611,6
-2.260411749,0.350872575,-1.614651118,6
-2.834876576,-0.082450135,-1.230682055,6
-3.027958124,-0.561905055,-1.005381179,6
-3.269971883,-1.253880874,-0.694100528,6
-3.368376597,-1.24867861,-0.713351857,6
-3.296713332,-1.51900451,-0.45902099,6
-3.329157259,-1.701200215,-0.470402977,6
-3.365980302,-1.547598959,-0.578868124,6
-3.332340284,-1.611836257,-0.535292659,6
-3.315704167,-1.548858181,-0.699769352,6
-3.255408547,-1.580197443,-0.579533597,6
-3.190344723,-1.446167229,-0.596525068,6
-3.253987786,-1.581666249,-0.465958907,6
-3.36037004,-1.714719127,-0.42928226,6
-3.340113987,-1.551913405,-0.559604116,6
-2.106350974,-0.331044411,-0.816653595,6
1.885205015,0.672148026,-0.029923971,1
2.013275749,0.297181097,0.116875218,1
2.063176599,-0.039720219,0.190010717,1
2.091980704,0.091170517,0.290919595,1
1.922942601,0.499466549,0.153682862,1
1.774199394,0.803686099,0.202148062,1
1.643965738,0.736417991,0.189963346,1
1.584919981,0.601802804,0.173106292,1
1.540317813,0.623915849,0.209386816,1
1.402699273,0.71933493,0.178053154,1
1.254219925,0.895523947,0.151756818,1
1.332312812,0.936720619,0.148125451,1
1.372954775,0.543324232,0.12338793,1
1.420984038,0.55152808,0.085542489,1
1.520914025,0.478213615,0.198389675,1
1.497748734,0.489819125,0.203774526,1
1.689020508,1.013477623,-0.119247327,1
1.676474027,0.854393781,0.019704986,1
1.886257293,0.483121835,0.152891663,1
1.793371882,0.335607311,0.215316871,1
1.634368857,0.499251555,0.152166659,1
1.680657284,0.477342657,0.205606982,1
1.626762228,0.797636933,0.052366962,1
1.49269305,0.662340696,0.062461255,1
1.554570582,0.441262525,0.210338259,1
1.957771426,0.762741926,0.329476,1
1.465429953,0.65858508,0.275344326,1
1.548756437,0.725602099,0.078169469,1
1.623612412,0.597018641,0.036774985,1
3.16658454,0.251473438,-0.108781781,3
2.912609157,0.349715855,-0.314046859,3
3.315827719,0.45502125,-0.301095573,3
3.377043358,0.376133697,-0.199366865,3
3.589585913,0.240495895,-0.112348627,3
3.878447719,-0.090958144,0.029232976,3
3.344071694,0.078089173,-0.258462453,3
3.782597782,0.087493599,-0.078719283,3
3.579467643,0.018981386,-0.234454822,3
3.91567502,-0.007461763,-0.181394426,3
3.936046295,0.176114076,-0.147736406,3
3.644146537,0.059542349,-0.048010559,3
3.672713209,0.17295088,-0.163798655,3
2.962794547,0.485960732,-0.214909389,3
2.925215197,-0.011874497,0.062572082,3
2.768388042,0.294868006,-0.014290659,3
3.045240828,0.414230057,-0.28828754,3
3.408332031,0.471079495,-0.331379181,3
3.587488057,0.135100145,-0.180082775,3
3.726024226,0.018948062,-0.057797642,3
3.418230083,0.204624425,-0.136698076,3
3.794561492,0.322894433,-0.260962476,3
2.059719309,1.822604124,-0.451893304,2
1.740045041,1.746229924,-0.285880186,2
1.605756199,1.513830918,-0.320288424,2
1.848796136,1.311029177,-0.306556137,2
2.316642634,1.087775968,-0.243569012,2
2.18503537,1.445449638,-0.283265105,2
2.074703722,1.475504812,-0.377640571,2
2.100424204,1.283905474,-0.274353325,2
1.727226817,1.289899288,-0.218180128,2
1.795735288,1.484195387,-0.162690866,2
1.747422371,1.576337591,-0.28174511,2
1.68368081,1.807369765,-0.362254503,2
1.59584203,1.855528047,-0.401668606,2
1.728489994,1.689652027,-0.283450354,2
1.974711682,1.608875071,-0.440107514,2
1.79713792,1.371665839,-0.447617147,2
1.555881571,1.333937217,-0.377821822,2
2.261352425,1.423778263,-0.346894353,2
1.948563267,1.423563331,-0.187183442,2
1.891299312,1.544006436,-0.286430496,2
2.049166628,1.091462545,-0.445964983,2
2.17016624,1.031801528,-0.363422117,2
1.819851231,1.64492954,-0.389805801,2
1.807418098,1.723937333,-0.397264744,2
1.917915762,1.615032504,-0.305478097,2
1.77760517,1.579742372,-0.345768313,2
-2.641140967,0.430448728,0.697681565,5
-2.71045572,0.464149031,0.563803425,5
-2.772323963,-0.213441127,0.74237395,5
-2.830583865,-0.656377926,0.98464705,5
-2.812181683,-0.443274119,0.884601869,5
-2.877519481,-0.741432728,0.962281409,5
-2.805587018,-0.929271893,1.126622568,5
-2.764566578,-0.911584013,1.155171454,5
-2.789001036,-1.151761086,1.259069179,5
-2.84136433,-1.123699622,1.251443334,5
-2.754636358,-0.743540571,0.978247701,5
-2.749180713,-0.67913225,0.910482763,5
-2.898142971,-1.105300962,1.167261132,5
-2.725426519,-0.727458077,1.091957145,5
-1.968035398,1.25910717,0.447902981,5
-2.809674418,0.338190601,0.768325498,5
-2.684171336,0.001424443,1.120512533,5
-2.7394413,-0.145787512,0.886828293,5
-2.805833233,-0.421047445,1.038737086,5
-2.812354069,-0.654670407,1.117137218,5
-2.866144912,-0.629577472,1.180216125,5
-2.839858784,-0.418075966,1.152973843,5
-2.701013581,-0.403198908,1.18516583,5
-2.717854178,-0.475566124,1.218146785,5
-2.845453186,-0.429716399,1.204816694,5
-2.361100122,0.153772657,1.061962175,5
-2.153459962,1.092278968,-0.311740885,4
-2.580307887,0.820989606,-0.107576914,4
-2.911237758,0.093273365,0.127255705,4
-2.930753032,-0.584338037,0.437634325,4
-3.106666167,-1.183548767,0.532995016,4
-2.145634097,-0.509939637,0.250924265,4
-2.07741269,-0.360784104,0.166565853,4
-2.541100949,-0.602080609,0.378872537,4
-2.596351017,-0.559056004,0.390930549,4
-3.133408901,-0.741746628,0.328650551,4
-2.590481813,-0.389551263,0.359277153,4
-2.472288191,-0.426244703,0.35511576,4
-1.935597558,0.043407329,0.192113153,4
-1.736764715,-0.032597743,0.173495816,4
-1.992289407,-0.005064275,0.152592759,4
-1.566896442,1.4466423,-0.004992217,4
-2.127612423,0.773590811,0.413284763,4
-2.285667852,0.467689585,0.375458756,4
-2.74642657,0.173601819,0.728570479,4
-2.920916058,-0.551496129,1.00722723,4
-2.352222302,-0.160954612,0.816485792,4
-1.980664306,0.234676936,0.682223796,4
-2.107521685,0.142933383,0.666019974,4
-2.184803296,-0.189286104,0.486983648,4
-1.959958414,-0.28063163,0.566214097,4
-1.866186895,-0.236649215,0.648662351,4
-1.95227573,0.181933881,0.378463397,4
-1.104224594,-0.306964541,-1.098912212,6
-2.089977431,-0.932654796,-0.849638485,6
-2.577544002,-0.261057912,-1.059869174,6
-3.06499312,-0.917190882,-0.797000644,6
-3.097131434,-1.245578907,-0.533203934,6
-3.177690895,-1.345410758,-0.543834165,6
-2.919140864,-0.626987466,-0.76846071,6
-2.924889271,-0.77234852,-0.755957028,6
-3.237674414,-1.556882518,-0.533868286,6
-3.11008013,-1.235400849,-0.508524783,6
-2.872586258,-0.621248479,-0.915702979,6
-2.933732147,-0.813877111,-0.867341054,6
-2.731883935,-0.515204912,-0.760537537,6
-2.116281308,-0.595410982,-0.830232712,6
-1.89005816,-0.482518462,-1.039608293,6
-1.251388149,0.58851326,-1.492934374,6
-2.268615444,0.628973006,-1.402212459,6
-2.496741799,0.443870269,-1.250952424,6
-2.835607315,-0.336061665,-0.889638817,6
-2.985038036,-0.58452045,-0.803972452,6
-3.217677016,-0.729598441,-0.721826032,6
-3.24560433,-1.154046156,-0.681843122,6
-3.263541259,-1.03639143,-0.885277234,6
-3.21672436,-1.232489317,-0.780657948,6
-3.221273674,-1.221560065,-0.597945014,6
-3.282106455,-1.23966934,-0.666255316,6
-3.327049809,-1.307222291,-0.780461062,6
1.880838137,0.670302048,0.235979598,1
1.966607417,0.427806024,0.200136333,1
2.268777007,0.174826605,0.202916337,1
2.484649077,0.003753811,0.319971439,1
2.328308119,0.058525495,0.378353209,1
2.196701959,0.160773138,0.286614386,1
2.302288927,0.498357768,0.284314307,1
2.177995836,0.225510238,0.126693221,1
1.981845504,0.211368182,0.232427594,1
1.898940191,0.336242479,0.25368426,1
2.33590925,0.153110804,0.206808526,1
2.347967794,0.100939687,0.265319228,1
2.13834679,0.191674848,0.261930234,1
2.197299778,0.316497592,0.262583591,1
2.033528677,0.29045223,0.293450763,1
1.706520295,0.939507058,0.123415296,1
2.220964216,0.478879872,0.268462177,1
2.543718489,0.226655048,0.29132792,1
2.319868538,0.122399696,0.218092661,1
2.352402328,0.149878098,0.214682414,1
2.229823784,0.450916978,0.233905822,1
1.875929812,0.582056041,0.072898441,1
2.278560491,0.043028287,0.25500728,1
2.398092687,-0.150459431,0.34443451,1
2.154435302,0.261120508,0.287220582,1
2.335856954,0.056646957,0.258764714,1
2.35218647,0.06021191,0.196884838,1
2.170781144,-0.055780211,0.260559531,1
2.110682024,-0.061647882,0.307241308,1
1.918270035,0.16576975,0.247297551,1
2.745494506,0.176724206,0.138662807,3
2.548137629,0.319895347,0.020001276,3
3.076576462,0.366409204,0.058886496,3
3.491701238,0.287049872,0.10852004,3
3.649195394,-0.042707729,-0.144976427,3
3.612993355,0.016858043,0.046222982,3
3.331982185,0.18745411,0.01791406,3
3.084523863,0.235579125,0.033691359,3
3.275995251,0.59263228,-0.153203257,3
3.317555424,0.244890187,0.010515943,3
3.634993368,0.119811659,-0.013463984,3
3.74500898,0.118654923,-0.186822645,3
4.063484182,-0.178834627,0.072973107,3
4.045080536,-0.124284795,-0.096456409,3
3.4681919,0.138667471,-0.050678105,3
3.450254001,0.289851321,-0.050091949,3
2.900880509,0.642048935,0.081983392,3
2.746395165,0.33190731,0.195805668,3
2.928497732,0.449869649,-0.139066504,3
3.174221506,0.515404496,-0.111579824,3
3.526796535,0.117494234,-0.018130529,3
3.576788761,0.094334927,-0.002157153,3
3.282574627,0.383689786,-0.138768628,3
3.308870937,0.307430379,0.052016412,3
2.098068375,1.352243758,-0.193942095,2
2.093357758,0.994486189,-0.029678521,2
1.977162133,1.26134791,-0.211720537,2
2.117292052,1.629026283,-0.319354454,2
1.980498391,1.701712036,-0.362236976,2
1.980319299,1.742099348,-0.292280381,2
2.052452735,1.74564162,-0.304875981,2
1.890038213,1.617062162,-0.341179796,2
1.659979988,1.680474896,-0.478724852,2
2.116800221,1.291727365,-0.195357245,2
2.248030184,0.957413425,-0.004470083,2
2.236154087,1.11859351,-0.27020952,2
2.171901777,1.519120454,-0.379436242,2
2.043546934,1.62010131,-0.364828074,2
1.93926933,1.668578531,-0.158022669,2
2.135422269,1.655838854,-0.458637262,2
1.73834399,1.673434745,-0.371462847,2
1.810362061,1.596862476,-0.183075509,2
1.799290926,1.722150258,-0.334705153,2
1.779790147,1.452571012,-0.13231493,2
1.718676577,1.352069008,-0.165135591,2
1.738066974,1.663366089,-0.212329103,2
1.638150328,1.341992749,-0.213368113,2
1.898217633,1.437072779,-0.335807053,2
1.940064788,1.531578198,-0.19727754,2
1.789513393,1.585408093,-0.476445773,2
1.648559329,1.440591776,-0.277694684,2
1.819476269,1.434483203,-0.177068403,2
-0.902557788,1.282588238,0.337877038,5
-1.463696434,1.165199636,0.552140511,5
-0.9530881,0.518100159,0.770259838,5
-1.071404399,0.525942892,0.770013722,5
-2.224689446,0.498514528,0.791136536,5
-2.160489993,1.002581804,0.72020447,5
-2.262375525,0.71209351,0.87238835,5
-2.324196824,0.481875776,0.807526413,5
-2.532973004,0.257728763,0.94279788,5
-2.777499095,-0.291060146,1.151554037,5
-2.906984072,0.25903511,0.852160265,5
-2.873778131,0.197484307,0.973790957,5
-2.837847314,-0.115270157,1.134519543,5
-2.941994274,-0.561031473,1.085298444,5
-2.917916621,-0.236539636,1.107990005,5
-2.883362242,-0.002514067,0.882029438,5
-2.893849348,-0.005445779,0.946071233,5
-1.700216597,1.50464718,0.257125551,5
-2.231499046,1.253183105,0.623472623,5
-2.567608668,0.624880624,0.717453082,5
-2.634855439,0.294595053,0.867254754,5
-2.705233224,0.161219699,0.92881309,5
-2.847393728,0.121076233,0.922298593,5
-2.898913704,-0.012486302,0.814654543,5
-2.806075807,0.144015442,0.910295702,5
-2.583949163,1.116437992,0.54099188,5
-2.535118393,1.048649045,0.665926188,5
-2.778784539,0.119789011,0.881414111,5
-2.702093219,0.435647738,0.84962103,5
-2.741072338,0.40770005,0.59353622,5
-1.73135682,1.260133759,0.616464479,4
-2.559975201,1.118775753,0.607986147,4
-2.54459199,0.858595326,0.728577328,4
-2.52315383,0.854819462,0.350799491,4
-2.528759637,0.421401303,0.550715432,4
-2.395548406,0.427817879,0.577773704,4
-2.429656417,0.546298956,0.838321405,4
-2.462638535,0.364840883,0.782407729,4
-2.478402205,0.113512516,0.973941807,4
-2.667031571,-0.18910202,1.064078134,4
-2.860352623,-0.387499094,0.874337591,4
-2.694201213,-0.042036042,1.001249066,4
-1.54025212,1.846314924,0.471001799,4
-2.080786741,1.007450064,0.782910445,4
-2.482405347,0.630450334,0.855759117,4
-2.55996281,0.377101327,0.921714829,4
-2.61801123,0.217313458,0.994818262,4
-2.744224934,-0.0213986,0.969677448,4
-2.513705446,0.31128055,0.662295326,4
-2.477456258,0.426803432,0.760691869,4
-2.663400614,0.257878199,0.971643226,4
-2.814124256,-0.044451258,0.984187619,4
-2.758858606,0.108849594,0.985847784,4
-2.927606334,-0.285393218,1.017444969,4
-3.031820615,-0.636534192,1.125328232,4
-2.61241167,-0.060162653,0.888031769,4
-0.84939579,1.126467964,-1.575945081,6
-1.639363321,1.112518068,-1.543875519,6
-2.36016293,0.377003523,-1.413524975,6
-2.877627414,-0.192633052,-1.386554287,6
-3.024305377,-0.492585804,-1.17163741,6
-2.952154387,-0.604812221,-1.066255079,6
-2.911995543,-0.537229818,-0.987974924,6
-2.980638141,-0.591436507,-1.029620637,6
-3.088781128,-0.600527493,-1.146651125,6
-3.158457256,-0.891829961,-1.003818072,6
-3.115401231,-0.637249766,-1.167230326,6
-3.055961581,-0.175018728,-1.347568973,6
-1.75204418,1.03113815,-1.63958211,6
-2.633020609,0.558550136,-1.470225504,6
-2.805537894,0.16832098,-1.498999324,6
-2.923170018,-0.488552115,-1.17223563,6
-2.900956233,-0.674069376,-0.894154532,6
-2.885659918,-0.527174981,-1.051418932,6
-2.945963568,-0.303597012,-1.46626861,6
-2.858870797,-0.018970997,-1.488213139,6
-2.809313492,0.204180147,-1.624444194,6
-2.876530761,0.159838867,-1.510902744,6
-2.867127851,0.430813481,-1.730767515,6
-2.257629524,0.645476233,-1.566499661,6
-1.675981288,0.640750661,-1.500268412,6
1.756948206,1.134902594,-0.16219663,1
2.230411194,0.964844534,-0.177691077,1
2.491368029,0.79459804,-0.25452553,1
2.590407611,0.761425435,-0.266406136,1
2.531882044,0.790575381,-0.221355646,1
2.512512627,0.867956324,-0.206553321,1
2.407764563,0.945318677,-0.282309005,1
2.32295929,0.785637468,-0.193861138,1
2.360803369,0.711273017,-0.198720076,1
2.029403438,0.949651104,-0.254712943,1
1.922415548,0.991016071,-0.251067775,1
2.163629736,0.863953393,-0.225227382,1
2.19826052,0.6133004,-0.209042307,1
2.039608322,0.563966158,-0.294740384,1
1.925018996,0.884688968,-0.333904201,1
1.951935085,0.957844998,-0.281206002,1
2.736590488,0.685578233,-0.391138484,1
2.869361984,0.383882918,-0.254825128,1
2.662610447,0.446977374,-0.19541627,1
2.720771769,0.629306349,-0.177932835,1
2.609666403,0.495762351,-0.048087093,1
2.541733217,0.489554287,-0.149006248,1
2.432893552,0.689261252,-0.21384504,1
2.196474562,0.633114722,-0.130392996,1
2.304723158,0.496407769,-0.155808836,1
2.339890209,0.662220405,-0.239327009,1
2.373835935,0.819472175,-0.250225797,1
2.389474839,0.755476859,-0.247276194,1
2.434784876,0.729565722,-0.284911494,1
2.452564889,0.593873866,-0.267604234,1
3.44780042,0.273952609,-0.045370754,3
4.214620694,0.012489382,-0.19614048,3
5.229932371,-0.647209191,-0.099795006,3
5.249308691,-0.835169411,0.089983111,3
4.57420657,-0.518179467,-0.000110716,3
4.427529631,-0.112052199,-0.145581304,3
4.176846928,0.049072954,-0.099808263,3
3.825943523,-0.054038321,0.013257267,3
4.278044942,0.129898746,-0.057322673,3
5.041688475,-0.482277708,-0.191532902,3
5.119084129,-0.478130494,-0.184944252,3
4.636678636,-0.415282737,0.020689105,3
5.302881715,-0.727932896,-0.121149937,3
5.583521929,-0.685712343,-0.198231244,3
4.167985367,-0.032182566,-0.042140375,3
3.721977229,0.065325888,0.032397211,3
4.414941869,-0.210831409,-0.100564989,3
4.551343455,-0.59500239,-0.215505177,3
5.83398446,-1.131551086,0.021876034,3
5.655566438,-0.860073221,-0.030480507,3
4.558399394,0.008807012,-0.087534757,3
5.725509602,-0.90120502,-0.084338444,3
5.356966686,-1.076867411,-0.090678524,3
4.384105671,-0.8527202,0.010825283,3
3.486110817,1.358982985,-0.591085358,2
3.69921278,0.987899838,-0.50039845,2
4.109152325,0.984163698,-0.599784874,2
3.887667635,1.127658756,-0.632548751,2
3.701185534,1.303735447,-0.673031842,2
3.922466229,1.182150933,-0.730095965,2
3.64277769,1.25375516,-0.707661958,2
3.284494341,1.377440184,-0.752855673,2
3.146836458,1.476193559,-0.737960837,2
3.587630218,1.327310443,-0.714054463,2
3.744800906,0.998864256,-0.633083506,2
4.573319405,1.038312994,-0.718421002,2
4.535878908,1.383734621,-0.787721926,2
3.905528389,1.160629566,-0.79677913,2
4.202150073,0.965941539,-0.705958808,2
4.043532091,0.868889717,-0.615004011,2
3.554511836,1.034374625,-0.606542779,2
3.294541453,1.154620652,-0.608883259,2
3.856664577,1.16347635,-0.645919307,2
4.459309608,0.763694637,-0.564174047,2
5.104289386,0.508921027,-0.759528155,2
4.907059972,0.776574184,-0.682034043,2
3.873642476,0.857111526,-0.591508931,2
4.131458781,0.830133627,-0.73454473,2
4.126408434,0.757027526,-0.688314258,2
3.799716165,0.568016015,-0.624837568,2
3.540528414,0.699544768,-0.490378866,2
-1.264730994,0.973076956,0.58205148,5
-1.297384929,1.825180238,0.382184587,5
-1.751486275,1.796622465,0.335782781,5
-2.544383653,0.792477702,0.705827805,5
-2.723033064,0.264561756,0.832326933,5
-2.711160003,-0.234957186,1.016967987,5
-2.7107519,-0.402223674,1.107254668,5
-2.703747782,-0.0860636,0.957069659,5
-2.02818489,0.389734924,0.921232251,5
-1.882741749,0.388739335,0.81978688,5
-1.948803659,0.835878243,0.702002467,5
-2.131699066,0.696552625,0.826054995,5
-2.370855038,0.47240065,0.967249681,5
-2.662147624,0.075902315,0.912573218,5
-2.782817477,-0.228531965,0.972333034,5
-1.460417129,1.777671067,0.161288338,5
-2.134027479,1.489793242,0.396867708,5
-1.504548642,1.151946263,0.468375255,5
-1.437084284,1.172890781,0.529182374,5
-1.780711239,1.046500001,0.60114729,5
-1.844644799,0.95740282,0.682151539,5
-1.47553307,0.71145675,0.79668342,5
-1.408341116,0.695846528,0.784560912,5
-1.878611111,0.526606941,0.718761728,5
-2.597995166,0.259857608,0.879320593,5
-1.660871394,0.430732223,0.721045212,5
-1.270244918,0.603179027,0.784564042,5
-1.496896455,0.584824546,0.820304056,5
-2.257388131,0.673143322,0.751319245,5
-2.468807998,0.574449622,0.781609041,5
-0.184987662,2.232546745,-0.085280671,4
-1.953676849,1.12071478,0.359449111,4
-2.518082074,0.820401067,0.58206165,4
-2.664218233,0.279468863,0.701963411,4
-2.669321436,-0.145160982,0.761034852,4
-2.849333013,-0.372869293,0.796616203,4
-3.037483617,-0.87633147,1.121602226,4
-3.003115393,-0.665785853,1.067130171,4
-2.961651681,-0.515353262,0.961118042,4
-2.916046554,-0.843366682,0.838902229,4
-2.493279594,-0.376137737,0.891592612,4
-2.12882814,0.04091373,0.886928532,4
-1.875913041,0.169548487,0.829458079,4
-2.027012732,0.193112862,0.757806988,4
-0.963780133,1.866632982,0.048743168,4
-1.104201361,1.748697134,0.218103216,4
-1.588076407,1.756367005,0.309164536,4
-2.066652843,0.913629518,0.572995972,4
-2.217824051,0.63785716,0.802443706,4
-2.272650794,0.555214941,0.781532764,4
-2.336865236,0.434516819,0.857946712,4
-1.293851562,1.485154505,0.61478366,4
-1.143334215,1.326855906,0.622148312,4
-1.739335584,0.919765813,0.647932508,4
-2.453279915,0.709591222,0.762368604,4
-2.873613911,-0.276572915,0.967827998,4
-2.954283449,-0.257284992,0.788490312,4
-2.825637708,-0.477673927,0.981881928,4
1.171993147,1.573395194,-1.737759057,6
-1.848309265,1.09853307,-1.5984663,6
-2.485344051,0.670917864,-1.436563316,6
-2.679133307,0.685744253,-1.682479408,6
-2.792771897,0.485523645,-1.605992254,6
-2.908465257,0.112533845,-1.258311284,6
-2.860528306,0.136161909,-1.292548691,6
-2.692738722,0.901422556,-1.708942246,6
-2.712177828,0.68290801,-1.782116269,6
-2.870705981,0.45321195,-1.699757196,6
-2.97483612,0.324548437,-1.547248873,6
1.344106806,1.456065353,-1.584323693,6
-1.57285868,1.256179858,-1.488659748,6
-2.205352481,1.016562558,-1.508016195,6
-2.502691911,0.592644522,-1.326668529,6
-2.0974113,0.180044653,-1.364110976,6
-1.952371727,-0.074840808,-1.246594029,6
-1.872191689,-0.150912874,-1.170430692,6
-1.852322872,-0.11393539,-1.05178452,6
-2.241920044,-0.467373137,-1.070574124,6
-2.200983363,0.027545405,-1.158832246,6
-2.192881268,0.095688058,-1.245235783,6
-2.586416026,-0.076226971,-1.192283432,6
-2.181916794,0.310029841,-1.179575967,6
-2.108197591,0.374303163,-1.175628946,6
-2.176984367,0.328131597,-1.05447962,6
2.834862285,0.645736744,-0.276107103,1
2.820030903,0.624722209,-0.21010199,1
2.971348879,0.319500517,-0.261771769,1
3.109420508,0.309113454,-0.265840598,1
3.000450268,0.370871312,-0.248093068,1
2.907330875,0.530616038,-0.223342522,1
2.928880411,0.492660378,-0.334793772,1
2.805244444,0.347710642,-0.254009453,1
2.716776104,0.26390314,-0.239335547,1
2.668052982,0.530525094,-0.312358759,1
2.798874149,0.462482491,-0.324362171,1
2.838753399,0.306466416,-0.296730085,1
2.646660226,0.440086569,-0.268232044,1
2.527250211,0.643555753,-0.279162245,1
2.282302346,0.524912213,-0.18176365,1
2.73922397,0.807682443,-0.36360441,1
2.90545438,0.475664826,-0.216544958,1
2.913832611,0.416242098,-0.338788558,1
2.792700848,0.52814994,-0.291232634,1
3.103621051,0.452937027,-0.332575366,1
3.224703674,0.176331613,-0.28069718,1
2.970853741,0.072720318,-0.116859961,1
2.774653735,0.268510545,-0.186668771,1
2.751734435,0.399616688,-0.238479716,1
2.823058597,0.33723344,-0.086992601,1
2.798016982,0.269718305,-0.14356497,1
3.055920035,0.176159656,-0.209063953,1
3.086058421,0.193133524,-0.232343422,1
2.798832627,0.41013347,-0.238229611,1
4.41631643,0.062648297,-0.169111373,3
5.237594873,-0.694199825,-0.36856882,3
5.744297207,-0.808049177,-0.043039046,3
5.246745152,-0.56012936,-0.126852567,3
5.73318722,-0.875921142,-0.028041626,3
6.037429418,-0.908177923,-0.141496719,3
4.869714033,-0.608295943,-0.11070423,3
4.662515954,-0.112786163,-0.175815724,3
5.567996958,-0.782063445,-0.352478234,3
7.140207465,-1.816556788,-0.182058253,3
7.221079339,-1.585135704,-0.353806101,3
5.997693482,-1.1207459,-0.209301792,3
5.81233894,-0.936458306,-0.377498077,3
5.349223379,-0.892390022,-0.388981256,3
6.038831233,-0.835239036,-0.206631292,3
7.170642721,-1.817584765,-0.218832929,3
7.637339794,-2.308846691,-0.072281056,3
6.675688828,-1.463892981,-0.170991368,3
6.494308678,-1.245144412,-0.23293789,3
6.89256969,-1.089784415,-0.344045731,3
5.831561806,-1.136989546,-0.364911086,3
4.132174245,1.121074303,-0.792456013,2
4.608621073,0.659024064,-0.816737769,2
5.182523945,0.352381105,-0.720288216,2
4.772234989,0.790044415,-0.860797763,2
4.340457137,0.794101741,-0.802253511,2
4.381052535,0.943638406,-0.838225575,2
4.074035183,0.980827129,-0.720598121,2
3.785858362,0.628841013,-0.576653391,2
3.489928474,0.758120974,-0.687576566,2
3.043578365,1.00592183,-0.477784058,2
4.274020507,1.057794401,-0.951089193,2
4.161327429,0.761540853,-0.650171817,2
4.421620878,0.878826146,-0.85248216,2
4.604372308,0.84846432,-0.842461231,2
4.138060213,0.793906343,-0.677875969,2
5.785647819,-0.435851367,-0.56553807,2
5.952065918,-0.577410111,-0.613888671,2
4.217171699,0.648025556,-0.772458396,2
3.994500085,0.736934674,-0.554515872,2
4.561040352,0.707706636,-0.685259159,2
4.61817531,0.599764152,-0.722325905,2
4.115997122,0.791836832,-0.892546471,2
3.805760835,1.024375537,-0.814625472,2
4.18678633,0.680304422,-0.652888938,2
4.15516818,1.029697999,-0.779262894,2
3.685997919,1.165484523,-0.776525926,2
3.547992152,1.227871961,-0.843182912,2
-1.885050805,0.058733703,0.605036241,5
-2.611181441,0.557878082,0.637411369,5
-2.855476591,-0.165907077,0.922328863,5
-2.874780225,-0.406780939,0.938291756,5
-2.60333274,0.071006261,1.049018511,5
-2.357072752,0.708990669,1.027926267,5
-2.476654767,0.515245659,1.068832157,5
-2.756042059,-6.80E-05,1.063635412,5
-2.874034379,-0.59867592,1.05226188,5
-2.791134108,-0.473238843,1.100715583,5
-2.684871875,-0.210766021,0.935129118,5
-2.813447241,-0.076471323,1.030275887,5
-2.950566351,-0.309395093,1.001651993,5
-1.599263878,1.722129872,0.358541981,5
-2.50161299,1.151786825,0.654131931,5
-2.658490359,0.608506668,1.0255062,5
-2.53300059,0.253992203,1.00926395,5
-1.960259212,1.213698774,0.748206915,5
-1.73282588,1.6481642,0.616165536,5
-1.935924607,1.05362113,0.629641617,5
-2.28942477,0.609292324,0.857780403,5
-2.410269795,0.622043525,0.788421508,5
-2.498110288,0.413944698,0.852794887,5
-2.789986809,0.206979308,0.79728402,5
-2.964482538,-0.192117717,1.040878088,5
-3.062906677,-0.717302986,1.298465886,5
-2.660734289,0.148296498,1.093140505,5
-0.361641796,1.692407414,-0.471618249,4
-2.490545806,1.310025572,-0.421367474,4
-2.759199916,0.658577246,-0.047987319,4
-2.977396691,0.023460625,0.188356236,4
-3.079931137,-0.726060067,0.463738047,4
-3.052260669,-0.598859168,0.335504983,4
-3.043249571,-0.649550828,0.356100515,4
-3.118004193,-1.075299615,0.476577088,4
-3.130129384,-1.159715488,0.502648904,4
-2.995576829,-0.836503865,0.351125975,4
-2.727309921,0.415557919,0.006770281,4
-2.685298173,-0.047135684,0.18618008,4
-1.456816914,1.819444128,0.081842756,4
-2.05076389,1.486254441,0.240328465,4
-2.632402598,1.120259564,0.443459693,4
-2.392878265,0.605638258,0.839010091,4
-2.222102118,0.823621272,0.801046413,4
-2.372951909,0.519893006,0.875739591,4
-2.64320145,-0.106831437,0.985155849,4
-2.958243664,-0.596506102,1.004515429,4
-2.985656192,-0.327164295,0.953025743,4
-2.939562107,-0.456284863,0.8889672,4
-3.007447969,-0.962111958,1.137216668,4
-3.018640403,-0.764845955,1.155369299,4
-3.037875873,-0.59461205,1.097298629,4
-2.756515614,-0.042610238,0.987226558,4
-2.473461632,-0.054992913,0.788013347,4
